LOJA;DATA;SKU;QTD_ANTIGA;QTDE_AJUSTE;TIPO_AJUSTE
299;02/06/2025;999999991170952;2;2;SA?DA DO ESTOQUE
299;02/06/2025;999999991175114;1;1;SA?DA DO ESTOQUE
299;02/06/2025;999999991175274;1;1;SA?DA DO ESTOQUE
299;02/06/2025;999999991178200;1;1;SA?DA DO ESTOQUE
DES;10/06/2025;999999991178511;1;1;SA?DA DO ESTOQUE
299;02/06/2025;999999991208702;1;1;SA?DA DO ESTOQUE
010;10/06/2025;999999991220217;1;1;SA?DA DO ESTOQUE
299;02/06/2025;999999991222615;1;1;SA?DA DO ESTOQUE
299;02/06/2025;999999991223820;1;1;SA?DA DO ESTOQUE
009;20/01/2025;999999991223821;2;1;AJUSTE CONTAGEM SAIDA
299;02/06/2025;999999991224195;1;1;SA?DA DO ESTOQUE
109;24/01/2025;999999991224195;13;2;ENTRADA NO ESTOQUE
208;24/03/2025;999999991224198;1;1;ENTRADA NO ESTOQUE
299;10/01/2025;999999991224200;1;1;SA?DA DO ESTOQUE
109;24/01/2025;999999991224200;0;1;ENTRADA NO ESTOQUE
124;22/04/2025;999999991224203;0;1;ENTRADA NO ESTOQUE
109;10/03/2025;999999991232490;1;1;AJUSTE CONTAGEM SAIDA
066;28/04/2025;999999991232723;1;1;AJUSTE CONTAGEM SAIDA
301;02/01/2025;999999992586008;-2;2;AJUSTE CONTAGEM ENTRADA
022;06/06/2025;999999991233222;1;1;AJUSTE CONTAGEM SAIDA
127;07/03/2025;999999991233330;0;1;ENTRADA NO ESTOQUE
032;03/02/2025;999999991233507;1;1;AJUSTE CONTAGEM SAIDA
004;21/01/2025;999999991233745;1;1;AJUSTE CONTAGEM SAIDA
016;02/01/2025;999999992590566;0;1;AJUSTE CONTAGEM ENTRADA
006;12/04/2025;999999991233862;1;1;AJUSTE CONTAGEM SAIDA
006;17/05/2025;999999991233882;1;1;AJUSTE CONTAGEM SAIDA
049;02/01/2025;999999992592188;0;1;AJUSTE CONTAGEM ENTRADA
113;02/01/2025;999999992591615;0;1;AJUSTE CONTAGEM ENTRADA
343;02/01/2025;999999992590238;-1;1;AJUSTE CONTAGEM ENTRADA
109;10/03/2025;999999991234015;1;1;AJUSTE CONTAGEM SAIDA
343;02/01/2025;999999992621313;0;1;AJUSTE CONTAGEM ENTRADA
430;26/04/2025;999999991267582;1;1;AJUSTE CONTAGEM SAIDA
009;13/03/2025;999999991267583;1;1;AJUSTE CONTAGEM SAIDA
DES;04/04/2025;999999991267584;1;1;SA?DA DO ESTOQUE
343;02/01/2025;999999992621379;1;1;AJUSTE CONTAGEM ENTRADA
DES;04/04/2025;999999991267586;2;2;SA?DA DO ESTOQUE
004;07/06/2025;999999991267587;1;1;AJUSTE CONTAGEM SAIDA
382;26/05/2025;999999991267589;1;1;SA?DA DO ESTOQUE
343;02/01/2025;999999992596952;0;1;AJUSTE CONTAGEM ENTRADA
414;12/02/2025;999999991267592;3;1;SA?DA DO ESTOQUE
414;10/02/2025;999999991267592;3;1;ENTRADA NO ESTOQUE
301;02/01/2025;999999992605300;-2;2;AJUSTE CONTAGEM ENTRADA
005;05/06/2025;999999991267593;1;1;AJUSTE CONTAGEM SAIDA
001;24/02/2025;999999991267593;2;1;AJUSTE CONTAGEM SAIDA
047;02/01/2025;999999992605574;0;1;AJUSTE CONTAGEM ENTRADA
006;13/05/2025;999999991267594;3;1;AJUSTE CONTAGEM SAIDA
343;02/01/2025;999999992601187;0;1;AJUSTE CONTAGEM ENTRADA
421;04/03/2025;999999991267594;5;1;AJUSTE CONTAGEM SAIDA
031;02/01/2025;999999992621833;0;1;AJUSTE CONTAGEM ENTRADA
301;02/01/2025;999999992620271;-1;1;AJUSTE CONTAGEM ENTRADA
600;29/04/2025;999999991267595;15;15;AJUSTE CONTAGEM SAIDA
006;13/01/2025;999999991267595;2;1;ENTRADA NO ESTOQUE
364;02/01/2025;999999992620280;-1;1;AJUSTE CONTAGEM ENTRADA
353;11/03/2025;999999991267598;1;1;SA?DA DO ESTOQUE
218;01/02/2025;999999991267598;1;1;AJUSTE CONTAGEM SAIDA
364;02/01/2025;999999992620282;-1;1;AJUSTE CONTAGEM ENTRADA
299;13/01/2025;999999991272342;1;1;SA?DA DO ESTOQUE
301;02/01/2025;999999992620288;-1;1;AJUSTE CONTAGEM ENTRADA
023;01/03/2025;999999991273422;1;1;AJUSTE CONTAGEM SAIDA
124;04/06/2025;999999991273424;1;1;SA?DA DO ESTOQUE
343;02/01/2025;999999992630729;1;1;AJUSTE CONTAGEM ENTRADA
299;02/06/2025;999999991278668;1;1;SA?DA DO ESTOQUE
299;02/06/2025;999999991301727;1;1;SA?DA DO ESTOQUE
299;02/06/2025;999999991301730;1;1;SA?DA DO ESTOQUE
299;02/06/2025;999999991306864;1;1;SA?DA DO ESTOQUE
003;11/03/2025;999999991307320;0;1;ENTRADA NO ESTOQUE
299;02/06/2025;999999991313451;1;1;SA?DA DO ESTOQUE
299;02/06/2025;999999991313459;1;1;SA?DA DO ESTOQUE
299;06/06/2025;999999991313589;4;4;SA?DA DO ESTOQUE
062;30/01/2025;999999991313589;0;1;ENTRADA NO ESTOQUE
299;06/06/2025;999999991313590;1;1;SA?DA DO ESTOQUE
069;29/01/2025;999999991313591;0;1;ENTRADA NO ESTOQUE
299;02/06/2025;999999991315755;1;1;SA?DA DO ESTOQUE
299;02/06/2025;999999991317073;1;1;SA?DA DO ESTOQUE
299;02/06/2025;999999991317074;1;1;SA?DA DO ESTOQUE
299;02/06/2025;999999991324063;1;1;SA?DA DO ESTOQUE
299;02/06/2025;999999991324064;1;1;SA?DA DO ESTOQUE
DES;10/06/2025;999999991328948;1;1;SA?DA DO ESTOQUE
299;02/06/2025;999999991329041;1;1;SA?DA DO ESTOQUE
299;02/06/2025;999999991329042;1;1;SA?DA DO ESTOQUE
299;02/06/2025;999999991329044;1;1;SA?DA DO ESTOQUE
299;02/06/2025;999999991329045;1;1;SA?DA DO ESTOQUE
299;02/06/2025;999999991329046;2;2;SA?DA DO ESTOQUE
299;02/06/2025;999999991336584;1;1;SA?DA DO ESTOQUE
299;02/06/2025;999999991344797;1;1;SA?DA DO ESTOQUE
343;02/01/2025;999999992630752;1;3;AJUSTE CONTAGEM ENTRADA
026;05/03/2025;999999991352512;1;1;SA?DA DO ESTOQUE
343;02/01/2025;999999992630752;4;1;AJUSTE CONTAGEM ENTRADA
043;24/04/2025;999999991352514;3;1;AJUSTE CONTAGEM SAIDA
001;26/05/2025;999999991352515;2;1;ENTRADA NO ESTOQUE
001;24/02/2025;999999991352515;3;1;AJUSTE CONTAGEM SAIDA
299;02/06/2025;999999991353577;1;1;SA?DA DO ESTOQUE
116;26/05/2025;999999991361864;1;1;ENTRADA NO ESTOQUE
009;15/04/2025;999999991361981;0;1;ENTRADA NO ESTOQUE
017;10/02/2025;999999991372419;1;1;AJUSTE CONTAGEM SAIDA
430;21/03/2025;999999991372423;4;1;ENTRADA NO ESTOQUE
301;02/01/2025;999999992630774;-67;67;AJUSTE CONTAGEM ENTRADA
343;02/01/2025;999999992589588;0;1;AJUSTE CONTAGEM ENTRADA
299;02/06/2025;999999991377548;1;1;SA?DA DO ESTOQUE
299;02/06/2025;999999991377549;1;1;SA?DA DO ESTOQUE
127;14/01/2025;999999991378267;0;1;ENTRADA NO ESTOQUE
062;20/02/2025;999999991378268;-1;1;ENTRADA NO ESTOQUE
024;14/04/2025;999999991384074;1;1;SA?DA DO ESTOQUE
002;12/06/2025;999999991384077;1;1;SA?DA DO ESTOQUE
DES;07/01/2025;999999991395185;-15;15;ENTRADA NO ESTOQUE
299;02/06/2025;999999991400443;1;1;SA?DA DO ESTOQUE
318;28/02/2025;999999991412241;6;1;AJUSTE CONTAGEM SAIDA
301;02/01/2025;999999992628724;-1;1;AJUSTE CONTAGEM ENTRADA
106;02/01/2025;999999992628748;0;1;AJUSTE CONTAGEM ENTRADA
301;02/01/2025;999999992609791;-14;1;AJUSTE CONTAGEM ENTRADA
353;22/05/2025;999999991412242;-1;1;ENTRADA NO ESTOQUE
367;22/05/2025;999999991412242;-1;1;ENTRADA NO ESTOQUE
301;02/01/2025;999999992609791;-13;1;AJUSTE CONTAGEM ENTRADA
301;02/01/2025;999999992609791;-15;1;AJUSTE CONTAGEM ENTRADA
367;11/01/2025;999999991412242;2;1;AJUSTE CONTAGEM SAIDA
343;06/01/2025;999999991412242;19;1;ENTRADA NO ESTOQUE
318;03/02/2025;999999991412242;6;1;AJUSTE CONTAGEM SAIDA
318;03/02/2025;999999991412242;5;1;ENTRADA NO ESTOQUE
404;03/02/2025;999999991416832;0;1;ENTRADA NO ESTOQUE
116;09/05/2025;999999991419423;1;1;AJUSTE CONTAGEM SAIDA
061;25/02/2025;999999991424923;1;1;AJUSTE CONTAGEM SAIDA
028;02/01/2025;999999992637018;0;1;AJUSTE CONTAGEM ENTRADA
068;02/01/2025;999999992637018;0;1;AJUSTE CONTAGEM ENTRADA
036;07/02/2025;999999991427387;4;1;AJUSTE CONTAGEM SAIDA
299;02/06/2025;999999991427547;1;1;SA?DA DO ESTOQUE
061;18/06/2025;999999991440412;0;1;ENTRADA NO ESTOQUE
299;24/01/2025;999999991445005;1;1;SA?DA DO ESTOQUE
299;24/01/2025;999999991445007;1;1;SA?DA DO ESTOQUE
109;24/05/2025;999999991452668;5;1;AJUSTE CONTAGEM SAIDA
043;02/01/2025;999999992637018;0;1;AJUSTE CONTAGEM ENTRADA
299;21/02/2025;999999991468219;1;1;SA?DA DO ESTOQUE
127;25/04/2025;999999991468360;0;1;ENTRADA NO ESTOQUE
299;06/02/2025;999999991469995;1;1;SA?DA DO ESTOQUE
076;08/05/2025;999999991469996;0;1;ENTRADA NO ESTOQUE
299;02/06/2025;999999991480277;1;1;SA?DA DO ESTOQUE
422;20/06/2025;999999991487871;1;1;AJUSTE CONTAGEM SAIDA
327;06/03/2025;999999991487871;6;2;ENTRADA NO ESTOQUE
122;07/05/2025;999999991491650;2;1;AJUSTE CONTAGEM SAIDA
419;02/01/2025;999999992631712;1;1;AJUSTE CONTAGEM ENTRADA
065;02/01/2025;999999992631887;2;1;AJUSTE CONTAGEM ENTRADA
367;14/05/2025;999999991491650;3;1;AJUSTE CONTAGEM SAIDA
064;31/03/2025;999999991491650;7;1;AJUSTE CONTAGEM SAIDA
065;02/01/2025;999999992631889;2;2;AJUSTE CONTAGEM ENTRADA
301;02/01/2025;999999992618633;-1;1;AJUSTE CONTAGEM ENTRADA
067;10/01/2025;999999991491650;1;1;AJUSTE CONTAGEM SAIDA
301;02/01/2025;999999992618634;-1;1;AJUSTE CONTAGEM ENTRADA
367;05/06/2025;999999991491651;5;1;AJUSTE CONTAGEM SAIDA
020;07/05/2025;999999991491651;3;1;AJUSTE CONTAGEM SAIDA
301;02/01/2025;999999992629701;-21;21;AJUSTE CONTAGEM ENTRADA
301;02/01/2025;999999992606828;-1;1;AJUSTE CONTAGEM ENTRADA
301;02/01/2025;999999992606837;-1;1;AJUSTE CONTAGEM ENTRADA
301;02/01/2025;999999992606840;-1;1;AJUSTE CONTAGEM ENTRADA
125;07/01/2025;999999991491651;1;1;AJUSTE CONTAGEM SAIDA
301;02/01/2025;999999992606840;-2;1;AJUSTE CONTAGEM ENTRADA
023;23/01/2025;999999991491651;-1;4;ENTRADA NO ESTOQUE
023;19/06/2025;999999991491652;2;1;AJUSTE CONTAGEM SAIDA
323;09/04/2025;999999991491652;-1;1;ENTRADA NO ESTOQUE
072;17/01/2025;999999991491652;8;1;AJUSTE CONTAGEM SAIDA
016;02/01/2025;999999992606198;0;1;AJUSTE CONTAGEM ENTRADA
109;30/05/2025;999999991491653;1;1;ENTRADA NO ESTOQUE
020;03/04/2025;999999991491653;3;1;AJUSTE CONTAGEM SAIDA
301;02/01/2025;999999992626686;-1;1;AJUSTE CONTAGEM ENTRADA
301;02/01/2025;999999992625126;-1;1;AJUSTE CONTAGEM ENTRADA
109;07/04/2025;999999991491653;2;1;SA?DA DO ESTOQUE
109;09/01/2025;999999991491653;0;1;ENTRADA NO ESTOQUE
301;02/01/2025;999999992625126;-2;1;AJUSTE CONTAGEM ENTRADA
343;23/02/2025;999999991491654;1;1;AJUSTE CONTAGEM SAIDA
DES;04/04/2025;999999991491654;1;1;SA?DA DO ESTOQUE
064;13/01/2025;999999991491654;6;1;SA?DA DO ESTOQUE
122;30/04/2025;999999991491655;2;1;AJUSTE CONTAGEM SAIDA
422;02/01/2025;999999992622364;0;1;AJUSTE CONTAGEM ENTRADA
216;02/05/2025;999999991491656;0;1;ENTRADA NO ESTOQUE
301;02/01/2025;999999992613689;-1;1;AJUSTE CONTAGEM ENTRADA
020;30/04/2025;999999991491656;3;1;AJUSTE CONTAGEM SAIDA
203;21/02/2025;999999991491656;1;1;SA?DA DO ESTOQUE
122;29/04/2025;999999991491656;1;1;AJUSTE CONTAGEM SAIDA
301;02/01/2025;999999992621963;-1;1;AJUSTE CONTAGEM ENTRADA
301;02/01/2025;999999992621963;-2;1;AJUSTE CONTAGEM ENTRADA
203;20/02/2025;999999991491656;2;1;AJUSTE CONTAGEM SAIDA
122;30/03/2025;999999991491656;1;1;AJUSTE CONTAGEM SAIDA
225;28/01/2025;999999991491656;3;1;AJUSTE CONTAGEM SAIDA
127;17/02/2025;999999991491656;8;1;AJUSTE CONTAGEM SAIDA
367;20/01/2025;999999991491656;3;1;AJUSTE CONTAGEM SAIDA
024;22/04/2025;999999991491657;1;1;SA?DA DO ESTOQUE
301;02/01/2025;999999992622056;-1;1;AJUSTE CONTAGEM ENTRADA
020;29/04/2025;999999991491657;1;1;AJUSTE CONTAGEM SAIDA
DES;04/04/2025;999999991491657;1;1;SA?DA DO ESTOQUE
203;20/02/2025;999999991491658;2;1;SA?DA DO ESTOQUE
301;02/01/2025;999999992622092;-1;1;AJUSTE CONTAGEM ENTRADA
024;22/04/2025;999999991491658;1;1;SA?DA DO ESTOQUE
203;20/02/2025;999999991491658;1;2;ENTRADA NO ESTOQUE
203;20/02/2025;999999991491658;3;1;SA?DA DO ESTOQUE
301;02/01/2025;999999992622110;-1;1;AJUSTE CONTAGEM ENTRADA
023;03/03/2025;999999991491663;1;1;AJUSTE CONTAGEM SAIDA
301;02/01/2025;999999992622122;-1;1;AJUSTE CONTAGEM ENTRADA
122;21/04/2025;999999991491663;1;1;AJUSTE CONTAGEM SAIDA
111;17/02/2025;999999991491663;1;1;AJUSTE CONTAGEM SAIDA
211;05/06/2025;999999991491664;5;1;ENTRADA NO ESTOQUE
301;02/01/2025;999999992622123;-4;4;AJUSTE CONTAGEM ENTRADA
066;02/01/2025;999999992620349;1;1;AJUSTE CONTAGEM ENTRADA
041;02/01/2025;999999992620406;5;1;AJUSTE CONTAGEM ENTRADA
020;21/04/2025;999999991491664;3;1;AJUSTE CONTAGEM SAIDA
343;02/01/2025;999999992615538;3;1;AJUSTE CONTAGEM ENTRADA
007;29/01/2025;999999991491664;3;1;AJUSTE CONTAGEM SAIDA
020;02/01/2025;999999992606268;1;1;AJUSTE CONTAGEM ENTRADA
223;02/01/2025;999999992625601;0;1;AJUSTE CONTAGEM ENTRADA
301;02/01/2025;999999992625796;-1;1;AJUSTE CONTAGEM ENTRADA
301;02/01/2025;999999992625797;-1;1;AJUSTE CONTAGEM ENTRADA
002;26/03/2025;999999991491666;7;1;AJUSTE CONTAGEM SAIDA
041;11/03/2025;999999991491666;3;1;AJUSTE CONTAGEM SAIDA
001;06/01/2025;999999991491666;3;1;AJUSTE CONTAGEM SAIDA
301;02/01/2025;999999992633041;-1;1;AJUSTE CONTAGEM ENTRADA
106;02/01/2025;999999992625355;0;1;AJUSTE CONTAGEM ENTRADA
026;20/01/2025;999999991491668;2;1;SA?DA DO ESTOQUE
102;28/02/2025;999999991491669;6;6;AJUSTE CONTAGEM SAIDA
019;15/03/2025;999999991491669;1;1;AJUSTE CONTAGEM SAIDA
301;03/01/2025;999999991504736;-4;1;AJUSTE CONTAGEM ENTRADA
327;09/06/2025;999999991491672;1;1;AJUSTE CONTAGEM SAIDA
296;20/06/2025;999999991491679;-5;5;ENTRADA NO ESTOQUE
047;11/04/2025;999999991491679;0;1;ENTRADA NO ESTOQUE
008;13/03/2025;999999991491679;0;1;ENTRADA NO ESTOQUE
053;26/03/2025;999999991491679;1;1;ENTRADA NO ESTOQUE
001;24/01/2025;999999991491679;1;1;AJUSTE CONTAGEM SAIDA
024;22/04/2025;999999991491680;3;1;SA?DA DO ESTOQUE
008;03/01/2025;999999991780707;2;1;AJUSTE CONTAGEM ENTRADA
008;03/01/2025;999999991780707;1;1;AJUSTE CONTAGEM ENTRADA
008;26/03/2025;999999991491681;1;1;AJUSTE CONTAGEM SAIDA
215;25/04/2025;999999991491681;9;1;AJUSTE CONTAGEM SAIDA
026;17/03/2025;999999991491681;3;1;AJUSTE CONTAGEM SAIDA
440;27/01/2025;999999991491681;1;1;ENTRADA NO ESTOQUE
024;09/05/2025;999999991491682;2;1;SA?DA DO ESTOQUE
024;09/05/2025;999999991491683;3;1;SA?DA DO ESTOQUE
301;03/01/2025;999999991801935;-1;1;AJUSTE CONTAGEM ENTRADA
122;03/01/2025;999999991841364;0;1;AJUSTE CONTAGEM ENTRADA
024;22/04/2025;999999991491684;3;1;SA?DA DO ESTOQUE
024;22/04/2025;999999991491685;2;1;SA?DA DO ESTOQUE
076;03/01/2025;999999991865079;3;1;AJUSTE CONTAGEM ENTRADA
447;28/02/2025;999999991491688;1;1;ENTRADA NO ESTOQUE
054;03/01/2025;999999991886743;0;1;AJUSTE CONTAGEM ENTRADA
066;20/05/2025;999999991501895;28;1;ENTRADA NO ESTOQUE
054;03/01/2025;999999991886743;0;1;AJUSTE CONTAGEM ENTRADA
226;17/06/2025;999999991501895;15;1;ENTRADA NO ESTOQUE
215;03/06/2025;999999991501895;41;3;ENTRADA NO ESTOQUE
054;03/01/2025;999999991886744;0;1;AJUSTE CONTAGEM ENTRADA
054;03/01/2025;999999991886745;0;2;AJUSTE CONTAGEM ENTRADA
009;27/02/2025;999999991501895;64;1;AJUSTE CONTAGEM SAIDA
105;17/04/2025;999999991501895;74;1;AJUSTE CONTAGEM SAIDA
054;03/01/2025;999999991886746;5;3;AJUSTE CONTAGEM ENTRADA
226;23/04/2025;999999991501895;22;1;AJUSTE CONTAGEM SAIDA
221;24/04/2025;999999991501895;53;1;ENTRADA NO ESTOQUE
006;08/04/2025;999999991501895;59;2;ENTRADA NO ESTOQUE
054;07/04/2025;999999991501895;24;1;ENTRADA NO ESTOQUE
058;07/04/2025;999999991501895;26;1;ENTRADA NO ESTOQUE
044;09/04/2025;999999991501895;22;1;AJUSTE CONTAGEM SAIDA
327;06/03/2025;999999991501895;30;5;ENTRADA NO ESTOQUE
054;03/01/2025;999999991886747;7;3;AJUSTE CONTAGEM ENTRADA
006;14/04/2025;999999991501895;57;1;ENTRADA NO ESTOQUE
054;03/01/2025;999999991886748;1;1;AJUSTE CONTAGEM ENTRADA
054;03/01/2025;999999991886749;1;1;AJUSTE CONTAGEM ENTRADA
062;25/04/2025;999999991501895;30;1;SA?DA DO ESTOQUE
117;14/03/2025;999999991501895;127;1;ENTRADA NO ESTOQUE
323;14/04/2025;999999991501895;36;1;AJUSTE CONTAGEM SAIDA
219;08/04/2025;999999991501895;38;2;SA?DA DO ESTOQUE
105;22/04/2025;999999991501895;72;1;ENTRADA NO ESTOQUE
323;14/04/2025;999999991501895;37;1;AJUSTE CONTAGEM SAIDA
023;11/03/2025;999999991501895;13;1;ENTRADA NO ESTOQUE
054;11/02/2025;999999991501895;35;1;SA?DA DO ESTOQUE
301;03/01/2025;999999991501895;1;1;AJUSTE CONTAGEM SAIDA
008;30/01/2025;999999991501895;59;7;ENTRADA NO ESTOQUE
414;01/02/2025;999999991501895;40;1;AJUSTE CONTAGEM SAIDA
008;03/02/2025;999999991501895;115;10;ENTRADA NO ESTOQUE
301;03/01/2025;999999991893069;-2;2;AJUSTE CONTAGEM ENTRADA
047;29/01/2025;999999991501895;8;1;AJUSTE CONTAGEM SAIDA
301;03/01/2025;999999991893069;-4;1;AJUSTE CONTAGEM ENTRADA
024;02/01/2025;999999991501895;36;1;AJUSTE CONTAGEM SAIDA
006;29/01/2025;999999991501895;107;3;AJUSTE CONTAGEM SAIDA
297;04/02/2025;999999991501895;0;1;ENTRADA NO ESTOQUE
301;03/01/2025;999999991893069;-3;1;AJUSTE CONTAGEM ENTRADA
109;24/02/2025;999999991501897;2;1;ENTRADA NO ESTOQUE
301;03/01/2025;999999991893069;-5;1;AJUSTE CONTAGEM ENTRADA
299;02/06/2025;999999991503747;1;1;SA?DA DO ESTOQUE
423;13/05/2025;999999991504733;6;1;ENTRADA NO ESTOQUE
226;05/05/2025;999999991504733;10;1;AJUSTE CONTAGEM SAIDA
423;16/05/2025;999999991504733;7;1;AJUSTE CONTAGEM SAIDA
302;03/01/2025;999999991957056;2;1;AJUSTE CONTAGEM ENTRADA
063;28/05/2025;999999991504733;43;1;ENTRADA NO ESTOQUE
003;11/03/2025;999999991504733;48;2;SA?DA DO ESTOQUE
076;03/01/2025;999999992075830;-1;1;AJUSTE CONTAGEM ENTRADA
076;03/01/2025;999999992089089;-1;1;AJUSTE CONTAGEM ENTRADA
006;08/04/2025;999999991504733;38;3;ENTRADA NO ESTOQUE
326;18/02/2025;999999991504733;6;1;AJUSTE CONTAGEM SAIDA
009;06/03/2025;999999991504733;62;1;AJUSTE CONTAGEM SAIDA
106;18/03/2025;999999991504733;98;3;AJUSTE CONTAGEM SAIDA
109;24/02/2025;999999991504733;-1;1;ENTRADA NO ESTOQUE
111;13/03/2025;999999991504733;0;1;ENTRADA NO ESTOQUE
061;28/03/2025;999999991504733;34;3;ENTRADA NO ESTOQUE
001;08/03/2025;999999991504733;18;1;AJUSTE CONTAGEM SAIDA
115;24/03/2025;999999991504733;90;1;AJUSTE CONTAGEM SAIDA
003;03/01/2025;999999992093648;3;2;AJUSTE CONTAGEM ENTRADA
008;30/01/2025;999999991504733;57;5;ENTRADA NO ESTOQUE
076;03/01/2025;999999992284411;0;1;AJUSTE CONTAGEM ENTRADA
352;31/01/2025;999999991504733;8;1;AJUSTE CONTAGEM SAIDA
024;03/01/2025;999999992309950;-1;1;AJUSTE CONTAGEM ENTRADA
076;03/01/2025;999999992323910;-1;1;AJUSTE CONTAGEM ENTRADA
067;04/02/2025;999999991504733;6;1;SA?DA DO ESTOQUE
432;03/02/2025;999999991504733;0;1;ENTRADA NO ESTOQUE
423;13/05/2025;999999991504736;105;1;ENTRADA NO ESTOQUE
076;03/01/2025;999999992330780;-1;1;AJUSTE CONTAGEM ENTRADA
215;03/06/2025;999999991504736;62;5;ENTRADA NO ESTOQUE
428;16/06/2025;999999991504736;48;2;AJUSTE CONTAGEM SAIDA
414;22/05/2025;999999991504736;57;1;AJUSTE CONTAGEM SAIDA
204;16/06/2025;999999991504736;1;1;SA?DA DO ESTOQUE
039;07/03/2025;999999991504736;26;1;AJUSTE CONTAGEM SAIDA
076;03/01/2025;999999992331096;-1;1;AJUSTE CONTAGEM ENTRADA
347;27/04/2025;999999991504736;117;1;AJUSTE CONTAGEM SAIDA
076;03/01/2025;999999992331119;-1;1;AJUSTE CONTAGEM ENTRADA
424;28/03/2025;999999991504736;118;1;AJUSTE CONTAGEM SAIDA
076;03/01/2025;999999992331121;-1;1;AJUSTE CONTAGEM ENTRADA
076;03/01/2025;999999992333049;-1;1;AJUSTE CONTAGEM ENTRADA
327;06/03/2025;999999991504736;108;2;ENTRADA NO ESTOQUE
009;06/03/2025;999999991504736;44;1;ENTRADA NO ESTOQUE
076;03/01/2025;999999992335069;-1;1;AJUSTE CONTAGEM ENTRADA
422;11/04/2025;999999991504736;7;2;AJUSTE CONTAGEM SAIDA
044;12/03/2025;999999991504736;14;1;AJUSTE CONTAGEM SAIDA
117;14/03/2025;999999991504736;34;3;ENTRADA NO ESTOQUE
352;16/04/2025;999999991504736;2;1;ENTRADA NO ESTOQUE
076;03/01/2025;999999992338292;-1;1;AJUSTE CONTAGEM ENTRADA
219;08/04/2025;999999991504736;23;1;ENTRADA NO ESTOQUE
423;15/04/2025;999999991504736;108;1;ENTRADA NO ESTOQUE
301;03/01/2025;999999992339704;-1;1;AJUSTE CONTAGEM ENTRADA
023;11/03/2025;999999991504736;4;1;ENTRADA NO ESTOQUE
076;03/01/2025;999999992339889;-1;1;AJUSTE CONTAGEM ENTRADA
076;03/01/2025;999999992344371;-1;1;AJUSTE CONTAGEM ENTRADA
301;03/01/2025;999999992353925;-1;1;AJUSTE CONTAGEM ENTRADA
032;12/02/2025;999999991504736;39;1;AJUSTE CONTAGEM SAIDA
422;03/01/2025;999999992362788;-1;1;AJUSTE CONTAGEM ENTRADA
224;11/02/2025;999999991504736;63;2;AJUSTE CONTAGEM SAIDA
301;03/01/2025;999999992367844;-1;1;AJUSTE CONTAGEM ENTRADA
317;14/01/2025;999999991504736;133;2;AJUSTE CONTAGEM SAIDA
076;03/01/2025;999999992369885;-1;1;AJUSTE CONTAGEM ENTRADA
124;22/01/2025;999999991504736;61;1;AJUSTE CONTAGEM SAIDA
031;11/02/2025;999999991504736;2;1;SA?DA DO ESTOQUE
008;30/01/2025;999999991504736;56;3;ENTRADA NO ESTOQUE
111;24/01/2025;999999991504736;1;1;AJUSTE CONTAGEM SAIDA
226;14/01/2025;999999991504736;16;1;ENTRADA NO ESTOQUE
299;02/06/2025;999999991512480;1;1;SA?DA DO ESTOQUE
299;16/05/2025;999999991535775;1;1;SA?DA DO ESTOQUE
382;27/02/2025;999999991543119;0;1;ENTRADA NO ESTOQUE
299;27/03/2025;999999991548932;1;1;SA?DA DO ESTOQUE
299;02/06/2025;999999991557612;1;1;SA?DA DO ESTOQUE
299;02/06/2025;999999991557671;1;1;SA?DA DO ESTOQUE
299;02/06/2025;999999991557678;2;2;SA?DA DO ESTOQUE
299;02/06/2025;999999991557681;1;1;SA?DA DO ESTOQUE
299;02/06/2025;999999991557702;1;1;SA?DA DO ESTOQUE
299;02/06/2025;999999991557704;1;1;SA?DA DO ESTOQUE
299;02/06/2025;999999991557712;1;1;SA?DA DO ESTOQUE
299;02/06/2025;999999991557725;1;1;SA?DA DO ESTOQUE
299;02/06/2025;999999991557730;2;2;SA?DA DO ESTOQUE
299;02/06/2025;999999991557744;1;1;SA?DA DO ESTOQUE
299;02/06/2025;999999991557833;1;1;SA?DA DO ESTOQUE
DES;10/06/2025;999999991557833;1;1;SA?DA DO ESTOQUE
026;13/05/2025;999999991564473;2;1;SA?DA DO ESTOQUE
026;30/04/2025;999999991564473;0;1;ENTRADA NO ESTOQUE
026;30/04/2025;999999991564473;1;1;ENTRADA NO ESTOQUE
318;03/01/2025;999999992419772;-1;1;AJUSTE CONTAGEM ENTRADA
212;30/01/2025;999999991566958;1;1;AJUSTE CONTAGEM SAIDA
299;02/06/2025;999999991572304;1;1;SA?DA DO ESTOQUE
318;03/01/2025;999999992422153;-1;1;AJUSTE CONTAGEM ENTRADA
359;30/04/2025;999999991573070;2;1;AJUSTE CONTAGEM SAIDA
024;14/04/2025;999999991577489;1;1;SA?DA DO ESTOQUE
003;10/02/2025;999999991577565;1;1;AJUSTE CONTAGEM SAIDA
006;19/02/2025;999999991577566;0;1;ENTRADA NO ESTOQUE
301;03/01/2025;999999992442065;-1;1;AJUSTE CONTAGEM ENTRADA
002;03/01/2025;999999992444527;0;1;AJUSTE CONTAGEM ENTRADA
020;11/05/2025;999999991577567;2;1;AJUSTE CONTAGEM SAIDA
001;17/01/2025;999999991577567;1;1;AJUSTE CONTAGEM SAIDA
026;07/02/2025;999999991577567;1;1;AJUSTE CONTAGEM SAIDA
001;26/05/2025;999999991577568;1;1;SA?DA DO ESTOQUE
