LOJA;DATA;SKU;QTD_ANTIGA;QTDE_AJUSTE;TIPO_AJUSTE
003;17/02/2025;999999992621143;0;1;AJUSTE CONTAGEM ENTRADA
062;22/04/2025;999999992534647;1;1;AJUSTE CONTAGEM SAIDA
004;16/01/2025;999999992534684;2;1;AJUSTE CONTAGEM SAIDA
006;22/04/2025;999999992534685;7;1;ENTRADA NO ESTOQUE
006;17/02/2025;999999992628954;3;1;AJUSTE CONTAGEM ENTRADA
326;18/02/2025;999999991504736;84;1;AJUSTE CONTAGEM ENTRADA
323;16/05/2025;999999992534689;2;2;AJUSTE CONTAGEM SAIDA
026;18/02/2025;999999991841362;-1;1;AJUSTE CONTAGEM ENTRADA
319;24/01/2025;999999992534689;2;1;AJUSTE CONTAGEM SAIDA
439;08/05/2025;999999992534690;1;1;AJUSTE CONTAGEM SAIDA
004;18/02/2025;999999992025113;52;1;AJUSTE CONTAGEM ENTRADA
319;18/02/2025;999999992534690;4;1;AJUSTE CONTAGEM SAIDA
346;24/04/2025;999999992534690;4;4;AJUSTE CONTAGEM SAIDA
076;18/02/2025;999999992098556;4;1;AJUSTE CONTAGEM ENTRADA
076;18/02/2025;999999992098589;5;1;AJUSTE CONTAGEM ENTRADA
203;18/02/2025;999999992101752;-1;1;AJUSTE CONTAGEM ENTRADA
323;16/05/2025;999999992534691;3;3;AJUSTE CONTAGEM SAIDA
326;18/02/2025;999999992177957;1;1;AJUSTE CONTAGEM ENTRADA
346;24/04/2025;999999992534691;2;2;AJUSTE CONTAGEM SAIDA
203;18/02/2025;999999992244088;0;1;AJUSTE CONTAGEM ENTRADA
212;18/02/2025;999999992304493;13;1;AJUSTE CONTAGEM ENTRADA
076;18/02/2025;999999992317040;4;1;AJUSTE CONTAGEM ENTRADA
326;18/02/2025;999999992320465;33;1;AJUSTE CONTAGEM ENTRADA
203;18/02/2025;999999992320809;-2;1;AJUSTE CONTAGEM ENTRADA
116;18/02/2025;999999992438477;0;1;AJUSTE CONTAGEM ENTRADA
001;18/02/2025;999999992440299;0;1;AJUSTE CONTAGEM ENTRADA
203;18/02/2025;999999992459313;-1;1;AJUSTE CONTAGEM ENTRADA
327;02/06/2025;999999992534694;1;1;AJUSTE CONTAGEM SAIDA
319;18/02/2025;999999992501090;0;1;AJUSTE CONTAGEM ENTRADA
001;22/01/2025;999999992534695;4;1;AJUSTE CONTAGEM SAIDA
446;18/02/2025;999999992511256;-1;1;AJUSTE CONTAGEM ENTRADA
212;29/01/2025;999999992534697;1;1;AJUSTE CONTAGEM SAIDA
062;12/06/2025;999999992534698;-1;1;ENTRADA NO ESTOQUE
062;23/04/2025;999999992534698;2;1;AJUSTE CONTAGEM SAIDA
111;19/02/2025;999999992534707;0;1;ENTRADA NO ESTOQUE
006;18/02/2025;999999992516824;-1;1;AJUSTE CONTAGEM ENTRADA
302;04/01/2025;999999992534710;1;1;AJUSTE CONTAGEM SAIDA
047;11/02/2025;999999992534714;4;1;ENTRADA NO ESTOQUE
301;03/01/2025;999999992534742;1;1;AJUSTE CONTAGEM SAIDA
010;12/03/2025;999999992534780;1;1;SA?DA DO ESTOQUE
126;03/04/2025;999999992534780;6;1;SA?DA DO ESTOQUE
010;24/03/2025;999999992534780;-1;1;ENTRADA NO ESTOQUE
017;22/01/2025;999999992534780;1;1;ENTRADA NO ESTOQUE
001;25/01/2025;999999992534784;1;1;AJUSTE CONTAGEM SAIDA
001;17/02/2025;999999992534784;0;1;ENTRADA NO ESTOQUE
125;18/02/2025;999999992517132;1;1;AJUSTE CONTAGEM ENTRADA
419;18/02/2025;999999992526399;1;1;AJUSTE CONTAGEM ENTRADA
209;12/03/2025;999999992534787;1;1;AJUSTE CONTAGEM SAIDA
212;04/02/2025;999999992534787;0;1;ENTRADA NO ESTOQUE
113;12/03/2025;999999992534788;2;1;AJUSTE CONTAGEM SAIDA
319;18/02/2025;999999992534692;0;1;AJUSTE CONTAGEM ENTRADA
004;16/01/2025;999999992534788;5;2;AJUSTE CONTAGEM SAIDA
004;16/01/2025;999999992534790;3;1;AJUSTE CONTAGEM SAIDA
218;18/02/2025;999999992536372;0;1;AJUSTE CONTAGEM ENTRADA
001;30/01/2025;999999992534792;9;1;AJUSTE CONTAGEM SAIDA
067;14/01/2025;999999992534792;1;1;AJUSTE CONTAGEM SAIDA
319;18/02/2025;999999992542846;1;1;AJUSTE CONTAGEM ENTRADA
026;20/01/2025;999999992534793;4;1;AJUSTE CONTAGEM SAIDA
001;30/01/2025;999999992534793;9;1;SA?DA DO ESTOQUE
226;25/04/2025;999999992534794;0;1;ENTRADA NO ESTOQUE
026;10/03/2025;999999992534794;0;1;ENTRADA NO ESTOQUE
319;18/02/2025;999999992542846;0;1;AJUSTE CONTAGEM ENTRADA
319;18/02/2025;999999992542847;2;1;AJUSTE CONTAGEM ENTRADA
319;18/02/2025;999999992542848;4;1;AJUSTE CONTAGEM ENTRADA
302;24/02/2025;999999992534806;1;1;AJUSTE CONTAGEM SAIDA
006;18/02/2025;999999992546873;-1;1;AJUSTE CONTAGEM ENTRADA
352;12/03/2025;999999992534807;1;1;AJUSTE CONTAGEM SAIDA
353;11/03/2025;999999992534808;4;1;AJUSTE CONTAGEM SAIDA
391;08/01/2025;999999992534808;1;1;AJUSTE CONTAGEM SAIDA
302;24/03/2025;999999992534810;1;1;AJUSTE CONTAGEM SAIDA
039;21/01/2025;999999992534810;-1;1;ENTRADA NO ESTOQUE
126;18/02/2025;999999992550953;1;1;AJUSTE CONTAGEM ENTRADA
006;18/02/2025;999999992534832;1;1;ENTRADA NO ESTOQUE
006;18/02/2025;999999992553487;1;1;AJUSTE CONTAGEM ENTRADA
105;16/04/2025;999999992534844;3;1;AJUSTE CONTAGEM SAIDA
067;13/01/2025;999999992534848;0;1;ENTRADA NO ESTOQUE
023;23/01/2025;999999992534856;1;1;SA?DA DO ESTOQUE
023;23/01/2025;999999992534857;1;1;SA?DA DO ESTOQUE
076;23/04/2025;999999992534859;1;1;AJUSTE CONTAGEM SAIDA
326;18/02/2025;999999992564689;2;1;AJUSTE CONTAGEM ENTRADA
076;23/04/2025;999999992534869;1;1;AJUSTE CONTAGEM SAIDA
006;18/02/2025;999999992565890;0;1;AJUSTE CONTAGEM ENTRADA
319;18/02/2025;999999992567222;2;1;AJUSTE CONTAGEM ENTRADA
227;27/02/2025;999999992534875;1;1;AJUSTE CONTAGEM SAIDA
347;29/04/2025;999999992534935;1;1;AJUSTE CONTAGEM SAIDA
106;18/02/2025;999999992570032;0;1;AJUSTE CONTAGEM ENTRADA
039;18/02/2025;999999992570933;1;1;AJUSTE CONTAGEM ENTRADA
349;08/05/2025;999999992534998;3;1;AJUSTE CONTAGEM SAIDA
003;08/01/2025;999999992535011;0;1;ENTRADA NO ESTOQUE
212;02/05/2025;999999992535013;2;1;AJUSTE CONTAGEM SAIDA
026;13/01/2025;999999992535014;1;1;SA?DA DO ESTOQUE
203;18/02/2025;999999992572412;0;1;AJUSTE CONTAGEM ENTRADA
026;15/01/2025;999999992535033;-1;1;ENTRADA NO ESTOQUE
444;26/05/2025;999999992535035;3;1;AJUSTE CONTAGEM SAIDA
423;30/01/2025;999999992535038;1;1;ENTRADA NO ESTOQUE
414;02/06/2025;999999992535039;0;1;ENTRADA NO ESTOQUE
404;12/03/2025;999999992535039;3;1;ENTRADA NO ESTOQUE
445;20/03/2025;999999992535045;0;1;ENTRADA NO ESTOQUE
003;13/05/2025;999999992535062;0;1;ENTRADA NO ESTOQUE
212;13/02/2025;999999992535065;5;1;SA?DA DO ESTOQUE
299;16/05/2025;999999992535107;1;1;SA?DA DO ESTOQUE
026;21/03/2025;999999992535145;1;1;SA?DA DO ESTOQUE
026;10/03/2025;999999992535145;0;1;ENTRADA NO ESTOQUE
353;22/01/2025;999999992535202;1;1;AJUSTE CONTAGEM SAIDA
319;18/02/2025;999999992574953;0;1;AJUSTE CONTAGEM ENTRADA
105;18/02/2025;999999992578550;3;1;AJUSTE CONTAGEM ENTRADA
421;08/04/2025;999999992535225;-1;1;ENTRADA NO ESTOQUE
440;09/02/2025;999999992535229;1;1;AJUSTE CONTAGEM SAIDA
043;18/02/2025;999999992579121;-1;1;AJUSTE CONTAGEM ENTRADA
026;05/03/2025;999999992535267;1;1;SA?DA DO ESTOQUE
026;05/03/2025;999999992535275;0;1;ENTRADA NO ESTOQUE
026;08/04/2025;999999992535283;-1;1;ENTRADA NO ESTOQUE
318;13/01/2025;999999992535292;0;1;ENTRADA NO ESTOQUE
404;16/06/2025;999999992535310;1;1;AJUSTE CONTAGEM SAIDA
001;18/02/2025;999999992581101;0;1;AJUSTE CONTAGEM ENTRADA
299;27/03/2025;999999992535318;1;1;SA?DA DO ESTOQUE
345;05/05/2025;999999992535340;0;1;ENTRADA NO ESTOQUE
001;18/02/2025;999999992581697;0;1;AJUSTE CONTAGEM ENTRADA
003;10/02/2025;999999992535347;3;1;AJUSTE CONTAGEM SAIDA
119;25/03/2025;999999992535350;1;1;AJUSTE CONTAGEM SAIDA
382;26/05/2025;999999992535412;1;1;ENTRADA NO ESTOQUE
217;09/01/2025;999999992535467;0;1;ENTRADA NO ESTOQUE
124;22/04/2025;999999992535471;0;1;ENTRADA NO ESTOQUE
006;13/03/2025;999999992535474;0;1;ENTRADA NO ESTOQUE
026;20/02/2025;999999992535512;1;1;ENTRADA NO ESTOQUE
026;05/03/2025;999999992535515;0;1;ENTRADA NO ESTOQUE
039;27/01/2025;999999992535528;1;1;SA?DA DO ESTOQUE
299;28/04/2025;999999992535574;1;1;SA?DA DO ESTOQUE
001;25/02/2025;999999992535579;-1;1;ENTRADA NO ESTOQUE
299;28/04/2025;999999992535599;1;1;SA?DA DO ESTOQUE
299;28/04/2025;999999992535600;2;1;SA?DA DO ESTOQUE
026;18/02/2025;999999992581733;1;1;AJUSTE CONTAGEM ENTRADA
026;28/01/2025;999999992535621;1;1;AJUSTE CONTAGEM SAIDA
068;08/04/2025;999999992535637;1;1;AJUSTE CONTAGEM SAIDA
214;15/01/2025;999999992535637;3;1;AJUSTE CONTAGEM SAIDA
002;26/03/2025;999999992535638;1;1;AJUSTE CONTAGEM SAIDA
002;26/03/2025;999999992535638;1;1;AJUSTE CONTAGEM SAIDA
002;20/02/2025;999999992535638;1;1;AJUSTE CONTAGEM SAIDA
002;15/01/2025;999999992535638;1;1;AJUSTE CONTAGEM SAIDA
226;14/01/2025;999999992535638;3;1;AJUSTE CONTAGEM SAIDA
001;18/02/2025;999999992587137;1;1;AJUSTE CONTAGEM ENTRADA
123;18/02/2025;999999992639547;1;1;AJUSTE CONTAGEM ENTRADA
319;18/02/2025;999999992634353;0;1;AJUSTE CONTAGEM ENTRADA
074;17/02/2025;999999992535663;-1;1;ENTRADA NO ESTOQUE
026;12/05/2025;999999992535675;0;2;ENTRADA NO ESTOQUE
101;23/01/2025;999999992535675;2;1;SA?DA DO ESTOQUE
068;24/01/2025;999999992535691;1;1;AJUSTE CONTAGEM SAIDA
319;18/02/2025;999999992634353;1;1;AJUSTE CONTAGEM ENTRADA
006;22/04/2025;999999992535696;0;1;ENTRADA NO ESTOQUE
102;04/04/2025;999999992535698;1;1;AJUSTE CONTAGEM SAIDA
319;18/02/2025;999999992634367;1;1;AJUSTE CONTAGEM ENTRADA
067;14/01/2025;999999992535703;2;1;AJUSTE CONTAGEM SAIDA
111;18/02/2025;999999992647147;0;1;AJUSTE CONTAGEM ENTRADA
125;09/06/2025;999999992535708;3;1;ENTRADA NO ESTOQUE
008;26/02/2025;999999992535708;1;1;AJUSTE CONTAGEM SAIDA
001;18/02/2025;999999992622987;0;1;AJUSTE CONTAGEM ENTRADA
419;18/02/2025;999999992594889;0;1;AJUSTE CONTAGEM ENTRADA
067;10/01/2025;999999992535713;1;1;AJUSTE CONTAGEM SAIDA
001;18/02/2025;999999992607712;2;1;AJUSTE CONTAGEM ENTRADA
108;16/05/2025;999999992535714;3;1;AJUSTE CONTAGEM SAIDA
002;07/01/2025;999999992535715;1;1;AJUSTE CONTAGEM SAIDA
005;18/02/2025;999999992647075;0;1;AJUSTE CONTAGEM ENTRADA
326;18/02/2025;999999992596734;7;6;AJUSTE CONTAGEM ENTRADA
116;18/02/2025;999999992595447;0;1;AJUSTE CONTAGEM ENTRADA
116;18/02/2025;999999992591654;0;1;AJUSTE CONTAGEM ENTRADA
302;16/05/2025;999999992535720;0;1;ENTRADA NO ESTOQUE
346;30/04/2025;999999992535720;1;1;AJUSTE CONTAGEM SAIDA
421;18/02/2025;999999992603146;0;1;AJUSTE CONTAGEM ENTRADA
101;23/01/2025;999999992535722;1;1;SA?DA DO ESTOQUE
101;23/01/2025;999999992535723;1;1;SA?DA DO ESTOQUE
001;29/01/2025;999999992535724;1;1;SA?DA DO ESTOQUE
024;22/04/2025;999999992535733;3;1;SA?DA DO ESTOQUE
024;22/04/2025;999999992535746;1;1;SA?DA DO ESTOQUE
009;16/04/2025;999999992535747;0;1;ENTRADA NO ESTOQUE
024;22/04/2025;999999992535748;2;2;SA?DA DO ESTOQUE
024;22/04/2025;999999992535748;3;1;SA?DA DO ESTOQUE
006;05/03/2025;999999992535748;1;2;ENTRADA NO ESTOQUE
006;13/01/2025;999999992535748;3;2;SA?DA DO ESTOQUE
024;09/05/2025;999999992535749;2;2;SA?DA DO ESTOQUE
024;22/04/2025;999999992535749;3;1;SA?DA DO ESTOQUE
024;22/04/2025;999999992535750;2;1;SA?DA DO ESTOQUE
024;22/04/2025;999999992535750;3;1;SA?DA DO ESTOQUE
064;13/01/2025;999999992535754;-1;1;ENTRADA NO ESTOQUE
004;17/01/2025;999999992535765;1;1;AJUSTE CONTAGEM SAIDA
421;18/02/2025;999999992603148;0;1;AJUSTE CONTAGEM ENTRADA
421;18/02/2025;999999992603150;0;1;AJUSTE CONTAGEM ENTRADA
127;07/03/2025;999999992535791;-1;1;ENTRADA NO ESTOQUE
225;24/02/2025;999999992535792;3;1;AJUSTE CONTAGEM SAIDA
127;12/05/2025;999999992535802;3;1;AJUSTE CONTAGEM SAIDA
421;18/02/2025;999999992603152;0;1;AJUSTE CONTAGEM ENTRADA
062;24/04/2025;999999992535802;1;1;SA?DA DO ESTOQUE
421;18/02/2025;999999992603152;1;1;AJUSTE CONTAGEM ENTRADA
127;05/05/2025;999999992535803;1;1;AJUSTE CONTAGEM SAIDA
001;25/04/2025;999999992535804;0;1;ENTRADA NO ESTOQUE
006;22/04/2025;999999992535807;2;1;AJUSTE CONTAGEM SAIDA
006;17/03/2025;999999992535807;0;2;ENTRADA NO ESTOQUE
212;30/01/2025;999999992535807;1;1;AJUSTE CONTAGEM SAIDA
421;18/02/2025;999999992603154;0;1;AJUSTE CONTAGEM ENTRADA
212;30/01/2025;999999992535808;2;1;AJUSTE CONTAGEM SAIDA
421;18/02/2025;999999992603154;1;1;AJUSTE CONTAGEM ENTRADA
421;18/02/2025;999999992603156;0;1;AJUSTE CONTAGEM ENTRADA
026;29/05/2025;999999992535831;0;1;ENTRADA NO ESTOQUE
421;18/02/2025;999999992603158;0;1;AJUSTE CONTAGEM ENTRADA
101;24/03/2025;999999992535866;2;1;AJUSTE CONTAGEM SAIDA
101;16/04/2025;999999992535867;2;1;AJUSTE CONTAGEM SAIDA
421;18/02/2025;999999992603160;0;1;AJUSTE CONTAGEM ENTRADA
001;26/05/2025;999999992535868;0;1;ENTRADA NO ESTOQUE
067;12/02/2025;999999992535869;0;1;ENTRADA NO ESTOQUE
017;02/04/2025;999999992535881;2;1;ENTRADA NO ESTOQUE
064;01/04/2025;999999992535954;8;1;SA?DA DO ESTOQUE
421;18/02/2025;999999992603162;0;1;AJUSTE CONTAGEM ENTRADA
045;07/01/2025;999999992535954;1;1;AJUSTE CONTAGEM SAIDA
001;26/05/2025;999999992535955;5;1;ENTRADA NO ESTOQUE
118;04/06/2025;999999992535955;5;1;AJUSTE CONTAGEM SAIDA
001;26/05/2025;999999992535956;6;1;ENTRADA NO ESTOQUE
001;15/04/2025;999999992535956;10;1;AJUSTE CONTAGEM SAIDA
113;25/02/2025;999999992535956;3;1;AJUSTE CONTAGEM SAIDA
064;08/03/2025;999999992535956;1;1;AJUSTE CONTAGEM SAIDA
421;18/02/2025;999999992603162;1;1;AJUSTE CONTAGEM ENTRADA
118;23/05/2025;999999992535957;3;1;AJUSTE CONTAGEM SAIDA
208;07/04/2025;999999992535957;0;1;ENTRADA NO ESTOQUE
421;18/02/2025;999999992603164;0;1;AJUSTE CONTAGEM ENTRADA
299;06/06/2025;999999992536071;1;1;SA?DA DO ESTOQUE
441;06/02/2025;999999992536071;1;1;AJUSTE CONTAGEM SAIDA
421;18/02/2025;999999992603164;1;1;AJUSTE CONTAGEM ENTRADA
413;20/02/2025;999999992536077;3;1;AJUSTE CONTAGEM SAIDA
026;11/03/2025;999999992536079;1;1;ENTRADA NO ESTOQUE
421;18/02/2025;999999992603166;1;1;AJUSTE CONTAGEM ENTRADA
323;17/01/2025;999999992536081;1;1;AJUSTE CONTAGEM SAIDA
421;18/02/2025;999999992603166;0;1;AJUSTE CONTAGEM ENTRADA
421;18/02/2025;999999992603194;0;1;AJUSTE CONTAGEM ENTRADA
122;09/04/2025;999999992536085;1;1;AJUSTE CONTAGEM SAIDA
130;18/02/2025;999999992630092;-1;1;AJUSTE CONTAGEM ENTRADA
301;18/02/2025;999999992630976;-3;3;AJUSTE CONTAGEM ENTRADA
301;18/02/2025;999999992630978;-1;1;AJUSTE CONTAGEM ENTRADA
020;09/04/2025;999999992536086;1;1;AJUSTE CONTAGEM SAIDA
026;05/03/2025;999999992536086;1;1;ENTRADA NO ESTOQUE
058;14/01/2025;999999992536086;3;1;AJUSTE CONTAGEM SAIDA
301;18/02/2025;999999992630981;-1;1;AJUSTE CONTAGEM ENTRADA
009;08/01/2025;999999992536088;1;1;AJUSTE CONTAGEM SAIDA
004;02/06/2025;999999992536093;1;1;AJUSTE CONTAGEM SAIDA
026;18/02/2025;999999992632841;7;1;AJUSTE CONTAGEM ENTRADA
125;18/02/2025;999999992608600;4;1;AJUSTE CONTAGEM ENTRADA
020;23/05/2025;999999992536098;1;1;AJUSTE CONTAGEM SAIDA
421;18/02/2025;999999992590861;1;1;AJUSTE CONTAGEM ENTRADA
020;05/04/2025;999999992536098;2;1;AJUSTE CONTAGEM SAIDA
122;23/05/2025;999999992536099;2;1;AJUSTE CONTAGEM SAIDA
421;18/02/2025;999999992590861;0;1;AJUSTE CONTAGEM ENTRADA
001;18/02/2025;999999992628822;2;1;AJUSTE CONTAGEM ENTRADA
122;05/04/2025;999999992536100;2;1;AJUSTE CONTAGEM SAIDA
006;18/02/2025;999999992596413;2;1;AJUSTE CONTAGEM ENTRADA
047;19/06/2025;999999992536103;1;1;AJUSTE CONTAGEM SAIDA
127;09/04/2025;999999992536103;1;1;AJUSTE CONTAGEM SAIDA
422;18/02/2025;999999992637357;2;1;AJUSTE CONTAGEM ENTRADA
006;13/01/2025;999999992536113;1;1;ENTRADA NO ESTOQUE
004;02/06/2025;999999992536114;1;1;AJUSTE CONTAGEM SAIDA
106;18/02/2025;999999992620735;0;1;AJUSTE CONTAGEM ENTRADA
124;03/02/2025;999999992536115;1;1;AJUSTE CONTAGEM SAIDA
064;07/02/2025;999999992536116;1;1;AJUSTE CONTAGEM SAIDA
317;15/01/2025;999999992536118;1;1;AJUSTE CONTAGEM SAIDA
419;18/02/2025;999999992599188;0;1;AJUSTE CONTAGEM ENTRADA
299;06/06/2025;999999992536131;1;1;SA?DA DO ESTOQUE
299;06/06/2025;999999992536132;1;1;SA?DA DO ESTOQUE
299;06/06/2025;999999992536133;1;1;SA?DA DO ESTOQUE
299;06/06/2025;999999992536158;1;1;SA?DA DO ESTOQUE
299;06/06/2025;999999992536160;2;2;SA?DA DO ESTOQUE
225;14/04/2025;999999992536160;1;1;AJUSTE CONTAGEM SAIDA
072;18/02/2025;999999992645027;0;1;AJUSTE CONTAGEM ENTRADA
299;06/06/2025;999999992536161;1;1;SA?DA DO ESTOQUE
062;22/04/2025;999999992536161;1;1;SA?DA DO ESTOQUE
105;18/02/2025;999999992629264;1;1;AJUSTE CONTAGEM ENTRADA
299;06/06/2025;999999992536163;1;1;SA?DA DO ESTOQUE
318;03/01/2025;999999992536164;1;1;AJUSTE CONTAGEM SAIDA
003;18/02/2025;999999992629281;0;1;AJUSTE CONTAGEM ENTRADA
326;01/02/2025;999999992536184;1;1;AJUSTE CONTAGEM SAIDA
026;10/03/2025;999999992536191;0;1;ENTRADA NO ESTOQUE
039;10/01/2025;999999992536191;2;1;AJUSTE CONTAGEM SAIDA
299;02/06/2025;999999992536192;1;1;SA?DA DO ESTOQUE
299;06/06/2025;999999992536193;1;1;SA?DA DO ESTOQUE
215;18/02/2025;999999992610395;0;2;AJUSTE CONTAGEM ENTRADA
299;02/06/2025;999999992536195;1;1;SA?DA DO ESTOQUE
299;02/06/2025;999999992536199;1;1;SA?DA DO ESTOQUE
382;26/02/2025;999999992536199;2;1;AJUSTE CONTAGEM SAIDA
215;18/02/2025;999999992610397;0;1;AJUSTE CONTAGEM ENTRADA
001;24/01/2025;999999992536200;2;1;AJUSTE CONTAGEM SAIDA
031;23/01/2025;999999992536211;0;1;ENTRADA NO ESTOQUE
299;02/06/2025;999999992536212;1;1;SA?DA DO ESTOQUE
009;16/04/2025;999999992536212;0;1;ENTRADA NO ESTOQUE
026;20/03/2025;999999992536212;1;1;AJUSTE CONTAGEM SAIDA
422;17/01/2025;999999992536212;2;1;AJUSTE CONTAGEM SAIDA
001;24/02/2025;999999992536213;2;1;AJUSTE CONTAGEM SAIDA
001;26/02/2025;999999992536213;1;1;ENTRADA NO ESTOQUE
006;12/01/2025;999999992536213;2;1;AJUSTE CONTAGEM SAIDA
215;18/02/2025;999999992610398;0;1;AJUSTE CONTAGEM ENTRADA
042;29/05/2025;999999992536214;1;1;AJUSTE CONTAGEM SAIDA
352;13/03/2025;999999992536214;2;1;SA?DA DO ESTOQUE
299;02/06/2025;999999992536215;1;1;SA?DA DO ESTOQUE
352;23/01/2025;999999992536216;1;1;AJUSTE CONTAGEM SAIDA
020;04/04/2025;999999992536226;1;1;AJUSTE CONTAGEM SAIDA
130;18/02/2025;999999992642399;0;1;AJUSTE CONTAGEM ENTRADA
122;18/02/2025;999999992621973;4;1;AJUSTE CONTAGEM ENTRADA
122;04/04/2025;999999992536227;1;1;AJUSTE CONTAGEM SAIDA
006;18/02/2025;999999992615586;0;1;AJUSTE CONTAGEM ENTRADA
006;18/02/2025;999999992596052;0;1;AJUSTE CONTAGEM ENTRADA
352;12/03/2025;999999992536229;-1;1;ENTRADA NO ESTOQUE
430;23/03/2025;999999992536229;2;1;AJUSTE CONTAGEM SAIDA
010;06/01/2025;999999992536240;1;1;SA?DA DO ESTOQUE
301;10/01/2025;999999992536240;-1;1;ENTRADA NO ESTOQUE
006;18/02/2025;999999992596069;-1;1;AJUSTE CONTAGEM ENTRADA
031;13/01/2025;999999992536240;2;1;AJUSTE CONTAGEM SAIDA
010;06/01/2025;999999992536241;1;1;SA?DA DO ESTOQUE
301;10/01/2025;999999992536241;-1;1;ENTRADA NO ESTOQUE
001;18/02/2025;999999992621093;0;2;AJUSTE CONTAGEM ENTRADA
032;21/01/2025;999999992536241;2;1;AJUSTE CONTAGEM SAIDA
032;21/01/2025;999999992536241;2;1;AJUSTE CONTAGEM SAIDA
006;18/02/2025;999999992621147;0;1;AJUSTE CONTAGEM ENTRADA
010;06/01/2025;999999992536242;2;2;SA?DA DO ESTOQUE
301;10/01/2025;999999992536242;-2;2;ENTRADA NO ESTOQUE
031;23/01/2025;999999992536242;1;1;SA?DA DO ESTOQUE
026;18/02/2025;999999992623941;0;1;AJUSTE CONTAGEM ENTRADA
006;19/02/2025;999999990300541;-1;1;AJUSTE CONTAGEM ENTRADA
032;21/01/2025;999999992536242;2;1;AJUSTE CONTAGEM SAIDA
109;30/05/2025;999999992536243;1;1;ENTRADA NO ESTOQUE
214;03/06/2025;999999992536243;1;1;ENTRADA NO ESTOQUE
003;21/03/2025;999999992536243;4;1;SA?DA DO ESTOQUE
010;06/01/2025;999999992536243;3;3;SA?DA DO ESTOQUE
301;10/01/2025;999999992536243;-3;3;ENTRADA NO ESTOQUE
032;13/01/2025;999999992536243;2;1;AJUSTE CONTAGEM SAIDA
124;19/02/2025;999999991585021;1;1;AJUSTE CONTAGEM ENTRADA
010;06/01/2025;999999992536244;2;2;SA?DA DO ESTOQUE
301;10/01/2025;999999992536244;-2;2;ENTRADA NO ESTOQUE
367;19/02/2025;999999991780670;1;1;AJUSTE CONTAGEM ENTRADA
010;06/01/2025;999999992536245;2;2;SA?DA DO ESTOQUE
301;10/01/2025;999999992536245;-2;2;ENTRADA NO ESTOQUE
031;23/01/2025;999999992536245;5;1;AJUSTE CONTAGEM SAIDA
413;20/02/2025;999999992536246;1;1;AJUSTE CONTAGEM SAIDA
010;06/01/2025;999999992536246;1;1;SA?DA DO ESTOQUE
301;10/01/2025;999999992536246;-1;1;ENTRADA NO ESTOQUE
367;19/02/2025;999999991780699;1;1;AJUSTE CONTAGEM ENTRADA
031;10/01/2025;999999992536255;2;1;AJUSTE CONTAGEM SAIDA
039;19/02/2025;999999991899389;0;1;AJUSTE CONTAGEM ENTRADA
367;20/02/2025;999999992536257;3;1;AJUSTE CONTAGEM SAIDA
023;25/02/2025;999999992536258;1;1;AJUSTE CONTAGEM SAIDA
352;12/03/2025;999999992536259;-1;1;ENTRADA NO ESTOQUE
039;19/02/2025;999999991899390;0;1;AJUSTE CONTAGEM ENTRADA
006;13/03/2025;999999992536261;0;1;ENTRADA NO ESTOQUE
067;25/02/2025;999999992536263;1;1;SA?DA DO ESTOQUE
203;19/02/2025;999999992082878;-1;1;AJUSTE CONTAGEM ENTRADA
031;21/02/2025;999999992536264;1;1;AJUSTE CONTAGEM SAIDA
124;19/02/2025;999999992108931;2;1;AJUSTE CONTAGEM ENTRADA
064;31/03/2025;999999992536264;1;1;SA?DA DO ESTOQUE
032;21/02/2025;999999992536265;3;1;AJUSTE CONTAGEM SAIDA
203;19/02/2025;999999992170009;3;1;AJUSTE CONTAGEM ENTRADA
026;15/01/2025;999999992536266;1;1;ENTRADA NO ESTOQUE
445;13/01/2025;999999992536267;2;1;AJUSTE CONTAGEM SAIDA
001;06/05/2025;999999992536297;0;1;ENTRADA NO ESTOQUE
062;22/04/2025;999999992536297;0;1;ENTRADA NO ESTOQUE
128;11/03/2025;999999992536326;1;1;AJUSTE CONTAGEM SAIDA
003;17/03/2025;999999992536326;2;1;AJUSTE CONTAGEM SAIDA
212;19/02/2025;999999992217224;8;1;AJUSTE CONTAGEM ENTRADA
128;11/03/2025;999999992536326;1;1;AJUSTE CONTAGEM SAIDA
212;19/02/2025;999999992217224;5;1;AJUSTE CONTAGEM ENTRADA
212;19/02/2025;999999992217224;6;1;AJUSTE CONTAGEM ENTRADA
212;19/02/2025;999999992217224;4;1;AJUSTE CONTAGEM ENTRADA
042;20/05/2025;999999992536327;1;1;AJUSTE CONTAGEM SAIDA
212;19/02/2025;999999992217224;10;1;AJUSTE CONTAGEM ENTRADA
212;19/02/2025;999999992217224;7;1;AJUSTE CONTAGEM ENTRADA
058;25/02/2025;999999992536327;1;1;AJUSTE CONTAGEM SAIDA
212;19/02/2025;999999992217224;9;1;AJUSTE CONTAGEM ENTRADA
128;11/03/2025;999999992536327;1;1;AJUSTE CONTAGEM SAIDA
128;11/03/2025;999999992536327;2;1;AJUSTE CONTAGEM SAIDA
128;03/02/2025;999999992536327;1;1;AJUSTE CONTAGEM SAIDA
111;19/02/2025;999999992536328;1;1;AJUSTE CONTAGEM SAIDA
212;19/02/2025;999999992217224;1;1;AJUSTE CONTAGEM ENTRADA
